hospital_pk,collection_week,state,ccn,hospital_name,address,city,zip,hospital_subtype,fips_code,is_metro_micro,total_beds_7_day_avg,all_adult_hospital_beds_7_day_avg,all_adult_hospital_inpatient_beds_7_day_avg,inpatient_beds_used_7_day_avg,all_adult_hospital_inpatient_bed_occupied_7_day_avg,inpatient_beds_used_covid_7_day_avg,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg,total_adult_patients_hospitalized_confirmed_covid_7_day_avg,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_avg,total_pediatric_patients_hospitalized_confirmed_covid_7_day_avg,inpatient_beds_7_day_avg,total_icu_beds_7_day_avg,total_staffed_adult_icu_beds_7_day_avg,icu_beds_used_7_day_avg,staffed_adult_icu_bed_occupancy_7_day_avg,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_avg,staffed_icu_adult_patients_confirmed_covid_7_day_avg,total_patients_hospitalized_confirmed_influenza_7_day_avg,icu_patients_confirmed_influenza_7_day_avg,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_avg,total_beds_7_day_sum,all_adult_hospital_beds_7_day_sum,all_adult_hospital_inpatient_beds_7_day_sum,inpatient_beds_used_7_day_sum,all_adult_hospital_inpatient_bed_occupied_7_day_sum,inpatient_beds_used_covid_7_day_sum,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum,total_adult_patients_hospitalized_confirmed_covid_7_day_sum,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_sum,total_pediatric_patients_hospitalized_confirmed_covid_7_day_sum,inpatient_beds_7_day_sum,total_icu_beds_7_day_sum,total_staffed_adult_icu_beds_7_day_sum,icu_beds_used_7_day_sum,staffed_adult_icu_bed_occupancy_7_day_sum,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_sum,staffed_icu_adult_patients_confirmed_covid_7_day_sum,total_patients_hospitalized_confirmed_influenza_7_day_sum,icu_patients_confirmed_influenza_7_day_sum,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_sum,total_beds_7_day_coverage,all_adult_hospital_beds_7_day_coverage,all_adult_hospital_inpatient_beds_7_day_coverage,inpatient_beds_used_7_day_coverage,all_adult_hospital_inpatient_bed_occupied_7_day_coverage,inpatient_beds_used_covid_7_day_coverage,total_adult_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage,total_adult_patients_hospitalized_confirmed_covid_7_day_coverage,total_pediatric_patients_hospitalized_confirmed_and_suspected_covid_7_day_coverage,total_pediatric_patients_hospitalized_confirmed_covid_7_day_coverage,inpatient_beds_7_day_coverage,total_icu_beds_7_day_coverage,total_staffed_adult_icu_beds_7_day_coverage,icu_beds_used_7_day_coverage,staffed_adult_icu_bed_occupancy_7_day_coverage,staffed_icu_adult_patients_confirmed_and_suspected_covid_7_day_coverage,staffed_icu_adult_patients_confirmed_covid_7_day_coverage,total_patients_hospitalized_confirmed_influenza_7_day_coverage,icu_patients_confirmed_influenza_7_day_coverage,total_patients_hospitalized_confirmed_influenza_and_covid_7_day_coverage,previous_day_admission_adult_covid_confirmed_7_day_sum,previous_day_admission_adult_covid_confirmed_18-19_7_day_sum,previous_day_admission_adult_covid_confirmed_20-29_7_day_sum,previous_day_admission_adult_covid_confirmed_30-39_7_day_sum,previous_day_admission_adult_covid_confirmed_40-49_7_day_sum,previous_day_admission_adult_covid_confirmed_50-59_7_day_sum,previous_day_admission_adult_covid_confirmed_60-69_7_day_sum,previous_day_admission_adult_covid_confirmed_70-79_7_day_sum,previous_day_admission_adult_covid_confirmed_80+_7_day_sum,previous_day_admission_adult_covid_confirmed_unknown_7_day_sum,previous_day_admission_pediatric_covid_confirmed_7_day_sum,previous_day_covid_ED_visits_7_day_sum,previous_day_admission_adult_covid_suspected_7_day_sum,previous_day_admission_adult_covid_suspected_18-19_7_day_sum,previous_day_admission_adult_covid_suspected_20-29_7_day_sum,previous_day_admission_adult_covid_suspected_30-39_7_day_sum,previous_day_admission_adult_covid_suspected_40-49_7_day_sum,previous_day_admission_adult_covid_suspected_50-59_7_day_sum,previous_day_admission_adult_covid_suspected_60-69_7_day_sum,previous_day_admission_adult_covid_suspected_70-79_7_day_sum,previous_day_admission_adult_covid_suspected_80+_7_day_sum,previous_day_admission_adult_covid_suspected_unknown_7_day_sum,previous_day_admission_pediatric_covid_suspected_7_day_sum,previous_day_total_ED_visits_7_day_sum,previous_day_admission_influenza_confirmed_7_day_sum,geocoded_hospital_address,hhs_ids,previous_day_admission_adult_covid_confirmed_7_day_coverage,previous_day_admission_pediatric_covid_confirmed_7_day_coverage,previous_day_admission_adult_covid_suspected_7_day_coverage,previous_day_admission_pediatric_covid_suspected_7_day_coverage,previous_week_personnel_covid_vaccinated_doses_administered_7_day,total_personnel_covid_vaccinated_doses_none_7_day,total_personnel_covid_vaccinated_doses_one_7_day,total_personnel_covid_vaccinated_doses_all_7_day,previous_week_patients_covid_vaccinated_doses_one_7_day,previous_week_patients_covid_vaccinated_doses_all_7_day,is_corrected,all_pediatric_inpatient_bed_occupied_7_day_avg,all_pediatric_inpatient_bed_occupied_7_day_coverage,all_pediatric_inpatient_bed_occupied_7_day_sum,all_pediatric_inpatient_beds_7_day_avg,all_pediatric_inpatient_beds_7_day_coverage,all_pediatric_inpatient_beds_7_day_sum,previous_day_admission_pediatric_covid_confirmed_0_4_7_day_sum,previous_day_admission_pediatric_covid_confirmed_12_17_7_day_sum,previous_day_admission_pediatric_covid_confirmed_5_11_7_day_sum,previous_day_admission_pediatric_covid_confirmed_unknown_7_day_sum,staffed_icu_pediatric_patients_confirmed_covid_7_day_avg,staffed_icu_pediatric_patients_confirmed_covid_7_day_coverage,staffed_icu_pediatric_patients_confirmed_covid_7_day_sum,staffed_pediatric_icu_bed_occupancy_7_day_avg,staffed_pediatric_icu_bed_occupancy_7_day_coverage,staffed_pediatric_icu_bed_occupancy_7_day_sum,total_staffed_pediatric_icu_beds_7_day_avg,total_staffed_pediatric_icu_beds_7_day_coverage,total_staffed_pediatric_icu_beds_7_day_sum
430089,2022/10/21,SD,430089,DUNES SURGICAL HOSPITAL,600 N SIOUX POINT ROAD,DAKOTA DUNES,57049,Short Term,46127,true,,,20,18,18,0,0,0,0,0,20,0,0,0,0,0,0,0,0,,,,20,18,18,0,0,0,0,0,20,0,0,0,0,0,0,0,0,,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,0,0,0,0,0,,,,,,,,0,0,0,0,POINT (-96.496512 42.504487),[C430089-A],1,1,1,1,,,,,,,false,0,1,0,0,1,0,0,,,0,0,1,0,0,1,0,0,1,0
301304,2022/10/21,NH,301304,NEW LONDON HOSPITAL,273 COUNTY ROAD,NEW LONDON,03257,Critical Access Hospitals,33013,true,,,21,20,20,4,4,4,0,0,21,0,0,0,0,0,0,0,0,,,,63,60,60,12,12,12,0,0,63,0,0,0,0,0,0,0,0,,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,54,0,,[C301304-A],3,3,3,3,,,,,,,false,0,3,0,0,3,0,0,0,0,0,0,3,0,0,3,0,0,3,0
500148,2022/10/21,WA,500148,CONFLUENCE HEALTH- WENATCHEE VALLEY HOSP & CLINICS,820 NORTH CHELAN AVENUE,WENATCHEE,98801,Short Term,53007,true,,,,,,0,0,0,0,0,,,,,,0,,0,0,0,,,,,,0,0,0,0,0,,,,,,0,,0,0,0,0,0,0,0,0,2,2,2,2,2,0,0,0,0,0,2,0,2,2,2,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,,0,POINT (-120.321983 47.433566),[C500148-A],2,2,2,2,,,,,,,false,,0,,,0,,0,0,0,,0,2,0,,0,,,0,
241317,2022/10/21,MN,241317,NORTH SHORE HEALTH,515 5TH AVE WEST,GRAND MARAIS,55604,Critical Access Hospitals,27031,false,,,16,-999999,-999999,0,0,0,0,0,16,0,0,0,0,0,0,0,0,,,,16,-999999,-999999,0,0,0,0,0,16,0,0,0,0,0,0,0,0,,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-999999,0,0,0,0,0,0,0,0,0,0,0,6,0,POINT (-90.340179 47.756744),[C241317-A],1,1,1,1,,,,,,,false,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
070021,2022/10/21,CT,070021,WINDHAM COMM MEM HOSP & HATCH HOSP,112 MANSFIELD AVENUE,WILLIMANTIC,06226,Short Term,09015,true,,,58,34,34,-999999,-999999,-999999,0,0,58,0,0,0,0,0,0,0,0,,,,58,34,34,-999999,-999999,-999999,0,0,58,0,0,0,0,0,0,0,0,,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,-999999,0,0,0,0,0,-999999,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,91,0,POINT (-72.22401 41.71675),[C070021-A],1,1,1,1,,,,,,,false,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
050242,2022/10/21,CA,050242,DOMINICAN HOSPITAL,1555 SOQUEL DRIVE,SANTA CRUZ,95065,Short Term,06087,true,183,173,122.7,126.3,119,12,10.7,10.7,-999999,-999999,132.7,19.3,10.3,14.3,9.7,0,0,0,0,0,549,519,368,379,357,36,32,32,4,4,398,58,31,43,29,0,0,0,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,5,0,0,-999999,0,0,-999999,0,-999999,0,-999999,170,0,0,0,0,0,0,0,0,0,0,0,467,0,POINT (-121.983612 36.988413),[C050242-A],3,3,3,3,,,,,,,false,7.3,3,22,10,3,30,-999999,0,0,0,0,3,0,4.7,3,14,9,3,27
140228,2022/10/21,IL,140228,SWEDISH AMERICAN HOSPITAL,1401 EAST STATE STREET,ROCKFORD,61104,Short Term,17201,true,,,330,292,238.7,15,14.7,14.7,-999999,0,365,30,30,24,24,-999999,-999999,0,0,,,,990,876,716,45,44,44,-999999,0,1095,90,90,72,72,5,5,0,0,,0,0,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,0,12,0,-999999,-999999,0,-999999,-999999,-999999,-999999,0,0,7,0,0,0,0,0,0,0,0,0,0,0,716,0,POINT (-89.075478 42.266935),"[C140228-B, C140228-A]",3,3,3,3,,,,,,,false,6.7,3,20,10,3,30,0,0,0,0,0,3,0,0,3,0,0,3,0
160001,2022/10/21,IA,160001,UNITYPOINT HEALTH - MARSHALLTOWN,55 UNITYPOINT WAY,MARSHALLTOWN,50158,Short Term,19127,true,41,41,25,9,9,-999999,-999999,-999999,0,0,25,0,0,0,0,0,0,0,0,0,41,41,25,9,9,-999999,-999999,-999999,0,0,25,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,-999999,0,0,0,0,0,-999999,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,64,0,,[C160001-A],1,1,1,1,,,,,,,false,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
161310,2022/10/21,IA,161310,ADAIR COUNTY MEMORIAL HOSPITAL,609 SE KENT,GREENFIELD,50849,Critical Access Hospitals,19001,false,4,-999999,-999999,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,,4,-999999,-999999,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,6,0,POINT (-94.451749 41.303082),[C161310-A],1,1,1,1,,,,,,,false,0,1,0,-999999,1,-999999,0,0,0,0,0,1,0,0,1,0,0,1,0
050660,2022/10/21,CA,050660,USC KENNETH NORRIS JR CANCER HOSPITAL,1441 EASTLAKE AVE,LOS ANGELES,90089,Short Term,06037,true,60,60,47,46,46,-999999,-999999,-999999,0,0,47,-999999,-999999,-999999,-999999,-999999,-999999,0,0,0,60,60,47,46,46,-999999,-999999,-999999,0,0,47,-999999,-999999,-999999,-999999,-999999,-999999,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,POINT (-118.20472 34.06205),[C050660-A],1,1,1,1,,,,,,,false,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0
