tweetId,tweetText,tweetCreatedAt,userName,userScreenName,tweetRetweets,tweetFavorites,userFollowersCount,userFriendsCount,userJoinedTwitterAt
1589224874853433345,"@BrookeJenkinsSF @StIgnatius This is the danger of identity politics. Anyone of any race can be corrupt and inappropriate for public office. I very much want black leaders in San Francisco, but we can’t prioritize race over integrity. Jenkins is not a leader. She’s corrupt.",Sun Nov 06 11:55:11 +0000 2022,Lexa Grayner,LexaGrayner,6,16,641,311,Fri Dec 02 23:22:56 +0000 2016
1589286485504696320,"Right now, the most common price at gas stations across the country is $3.19 per gallon. That's progress.",Sun Nov 06 16:00:00 +0000 2022,President Biden,POTUS,8053,62681,27437221,12,Wed Jan 13 00:37:08 +0000 2021
1589311917365284864,"Okey-dokey I’ve had my fun and I think I made my point. 😬 I’m just not a ‘trending’ kind of gal. Never have been, never want to be.  
Have a safe Sunday everyone! xo 🤍",Sun Nov 06 17:41:03 +0000 2022,valerie bertinelli,Wolfiesmom,4551,98559,567724,860,Mon Apr 20 19:21:12 +0000 2009
1589315428114907139,"If we elect two more Democratic United States Senators, President Joe Biden will sign the protections of Roe v. Wade into law.",Sun Nov 06 17:55:00 +0000 2022,Kamala Harris,KamalaHarris,10539,57902,20083107,729,Sat Apr 11 00:42:07 +0000 2009
1589344416996941825,"""Kari Lake is very dangerous for our country...She continues to spread the Big Lie...It's very dire for our democracy, for our country, with candidates like Kari Lake. My son died because of people like Kari Lake.""

-- Gladys Sicknick https://t.co/TXt1VZkSX2",Sun Nov 06 19:50:12 +0000 2022,Bill Kristol,BillKristol,1525,3475,1021957,7926,Thu Oct 02 18:47:57 +0000 2014
1589348265627115520,"It's unfortunate that a President who promised to unite America is now calling half of us threats to democracy.

If you agree that we deserve better than this—vote!",Sun Nov 06 20:05:29 +0000 2022,Mike Pompeo,mikepompeo,4383,25719,1486446,271,Wed Aug 21 01:53:49 +0000 2019
1589369533072015361,"Folks, there’s nothing that will create more chaos and more damage to the American economy than if Republicans in Congress threaten to default on the national debt in order to sunset programs like Medicare and Social Security.",Sun Nov 06 21:30:00 +0000 2022,President Biden,POTUS,8149,26415,27437221,12,Wed Jan 13 00:37:08 +0000 2021
1589372259000811520,Do you think the Democrats will try to cheat on Tuesday ?,Sun Nov 06 21:40:50 +0000 2022,Terrence K. Williams,w_terrence,3930,59563,1400642,649,Mon Jun 15 08:46:13 +0000 2009
1589387148720975874,🇺🇸 Election misinformation is spreading on TikTok ahead of the US midterms despite the company's policies -- and watchdogs are concerned about its effect on young voters https://t.co/emX7qwJldx https://t.co/B8Sgeto4tT,Sun Nov 06 22:40:00 +0000 2022,AFP Fact Check 🔎,AFPFactCheck,224,451,76926,171,Thu May 31 15:00:50 +0000 2018
1589396844131782656,"Like I always say with content moderation, every social media site owner who is “pro free speech” meets their line eventually.

For 4chan, it was anime child porn. For Facebook and YouTube, it was white nationalist terror. For Elon, it was people making fun of him. https://t.co/aNZmqYwrJu",Sun Nov 06 23:18:31 +0000 2022,Ben Collins,oneunderscore__,23357,139480,367268,8609,Thu Jan 07 06:09:14 +0000 2010
1589398512529178626,Quote from: https://t.co/eMspejK5Ry - #LearnAboutSexuality #SexEducation #psychology https://t.co/HEg0ttBI0I,Sun Nov 06 23:25:09 +0000 2022,✨Learn about Sexuality: the facts & explanations!✨,LrnAbtSexuality,5,13,147216,89715,Mon Jun 29 07:08:32 +0000 2009
1589400774458900480,Comedy is legal... Suspends Kathy Griffin.,Sun Nov 06 23:34:08 +0000 2022,RSchooley@socel.net,Rschooley,2082,17034,113440,4912,Sun Aug 16 22:55:43 +0000 2009
1589400797712101376,"The unfunniest person to ever host Saturday Night Live just suspended Kathy Griffin because he can't take a joke

#ElonMuskIsASnowflake https://t.co/ry6zAlmjV0",Sun Nov 06 23:34:14 +0000 2022,Tara “Not A Parody” Dublin Voted Blue,taradublinrocks,1166,5523,95801,20881,Fri Jun 26 21:48:23 +0000 2009
1589401122946842624,The Narcissist can’t stand being made fun of &amp; suspends Kathy Griffin’s account with zero warning. What a fucking loser. https://t.co/2yC10muTAN,Sun Nov 06 23:35:32 +0000 2022,Osborne Cox,Osborne__Cox,328,2056,22174,22364,Tue Aug 17 06:19:20 +0000 2021
1589401231545741312,Any name change at all will cause temporary loss of verified checkmark,Sun Nov 06 23:35:57 +0000 2022,Elon Musk,elonmusk,10421,143680,116129397,132,Tue Jun 02 20:12:29 +0000 2009
1589402038470955010,"BREAKING: Kathy Griffin has been suspended from Twitter for trolling Elon Musk by changing her profile image and name to Elon Musk and posting a tweet in his voice.

Comedy is now illegal on Twitter.",Sun Nov 06 23:39:10 +0000 2022,CALL TO ACTIVISM,CalltoActivism,15649,92636,910094,2107,Fri Jan 13 19:49:07 +0000 2017
1589403089433669633,Kyrie Irving has informed the Nets he plans to retire. https://t.co/K18XAs7qf6,Sun Nov 06 23:43:20 +0000 2022,Hoops,HoopMixOnly,7763,64461,533363,181,Sun Apr 06 00:06:59 +0000 2014
1589403131770974208,Widespread verification will democratize journalism &amp; empower the voice of the people,Sun Nov 06 23:43:30 +0000 2022,Elon Musk,elonmusk,27962,302407,116129397,132,Tue Jun 02 20:12:29 +0000 2009
1589405488210247680,"UPDATE: FBI-Phoenix tells ABC News that no items related to this matter were taken to the FBI lab at Quantico, as Kari Lake’s spokesperson claimed in a statement earlier today. https://t.co/wYjngonisF",Sun Nov 06 23:52:52 +0000 2022,Ali Dukakis,ajdukakis,829,1825,13707,5691,Sat Jun 06 13:28:17 +0000 2009
1589406094815744002,"Biden: ""What comes out of the muzzle of an assault weapon is 5x quicker faster than what comes out of the muzzle of another gun. It compares kevlar vests, there are not a whole lot of deer out there wearing kevlar vests."" https://t.co/NmnW93mfoj",Sun Nov 06 23:55:17 +0000 2022,Greg Price,greg_price11,419,2033,186204,2440,Sat Aug 12 20:20:41 +0000 2017
1589407212140580865,"Elon Musk: “Comedy is now legal on Twitter.”

Also Elon Musk: suspend Kathy Griffin for making fun of me.",Sun Nov 06 23:59:43 +0000 2022,Angela Belcamino,AngelaBelcamino,2919,16777,219726,75398,Tue Aug 20 14:17:21 +0000 2013
1589407281187274752,"Ted Cruz said that folks who are receiving student debt relief are a bunch of “slackers.”
 
Who in God’s name do these guys think they are?",Mon Nov 07 00:00:00 +0000 2022,President Biden,POTUS,17454,115067,27437221,12,Wed Jan 13 00:37:08 +0000 2021
1589414958508691456,"My commitment to free speech extends even to not banning the account following my plane, even though that is a direct personal safety risk",Mon Nov 07 00:30:30 +0000 2022,Elon Musk,elonmusk,29440,400744,116129397,132,Tue Jun 02 20:12:29 +0000 2009
1589415426404286464,"Dear Leader Musk suspended Kathy Griffin for making a joke, but Kanye West was reinstated after every company on the planet dropped his anti-Semitic ass.

This is fucking bullshit.",Mon Nov 07 00:32:22 +0000 2022,Jo 🌻,JoJoFromJerz,11138,62732,707560,4732,Tue Jan 10 18:51:47 +0000 2017
1589427800561180673,"Throwback to January 12, 2021.

I will never forget voting NO against Nancy Pelosi’s political assassination attempt by impeaching President Trump with ZERO evidence. 

We will impeach Biden with proof. It will be easy. https://t.co/gFDCBTccXI",Mon Nov 07 01:21:32 +0000 2022,Rep. Marjorie Taylor Greene🇺🇸,RepMTG,4743,22878,1404588,281,Wed Dec 30 18:57:01 +0000 2020
1589435482911690754,"holy shit, we won https://t.co/7WdMsGujNe",Mon Nov 07 01:52:04 +0000 2022,𝐒𝐚𝐬𝐡𝐚 🏳️‍⚧️,MOMMYBlGDICK,1443,25383,26346,922,Thu Dec 23 09:53:42 +0000 2021
1589442162718277633,"these tracking additions when sharing a tweet are a step backwards

nothing needed after the ? https://t.co/v7eCFaAT99",Mon Nov 07 02:18:36 +0000 2022,jack,jack,2940,33785,6506537,4577,Tue Mar 21 20:50:14 +0000 2006
1589445415287463936,"Snowflake Elon Musk permanently suspended comedian Kathy Griffin for hurting his feelings but wants to reinstate Trump,  a traitorous bloated motherfucker who assaulted our Capitol and stole our nuclear secrets

Priorities, amirite? 🙄",Mon Nov 07 02:31:32 +0000 2022,Lindy Li,lindyli,3866,16810,260267,199,Tue Mar 22 01:52:25 +0000 2011
1589450155723722752,"@bennyjohnson @kathygriffin Actually, she was suspended for impersonating a comedian",Mon Nov 07 02:50:22 +0000 2022,Elon Musk,elonmusk,32018,549910,116129397,132,Tue Jun 02 20:12:29 +0000 2009
1589454315734716416,YO!!!!! HE HAS ZERO CHILL https://t.co/XamCFR1FIr,Mon Nov 07 03:06:54 +0000 2022,💖💫Diva Cosmic Power💫💖,daphoenixdiva,1,4,1770,451,Sat Mar 13 08:44:23 +0000 2010
1589460299392126978,"You might consider proactively offering your $8 verification program for free to those you deem the most accurate Notes contributors. Won't be easy to confirm accuracy.  But if AI can try to model out bias, maybe it can model in accuracy ? https://t.co/oFLZdXOQEu",Mon Nov 07 03:30:40 +0000 2022,Mark Cuban,mcuban,1392,28159,8852743,2113,Wed Sep 10 21:12:01 +0000 2008
1589463477323984900,Need a briefing on this birdwatch https://t.co/V8JAZ5FTaq,Mon Nov 07 03:43:18 +0000 2022,Marina Medvin 🇺🇸,MarinaMedvin,8,55,107278,773,Tue Apr 17 13:16:56 +0000 2018
1589466329647820800,"@JoshhowardOR @Outkick @kathygriffin @elonmusk Republicans and Musk for years have cried about being suspended for lying and spreading false information. Called it censorship, their free speech was taken away. Kathy Griffin does this and suddenly everything has changed. It’s hypocritical.",Mon Nov 07 03:54:38 +0000 2022,Disgruntled Pelican,3DoBetter3,0,0,99,291,Fri Sep 12 01:35:48 +0000 2008
1589473018077941760,@mcuban $8 for all,Mon Nov 07 04:21:13 +0000 2022,Elon Musk,elonmusk,5556,118357,116129397,132,Tue Jun 02 20:12:29 +0000 2009
1589504711388192769,Imagine spending $44 billion just to silence criticism and parodies of yourself on a social media website. https://t.co/Pe1Bb3NVXx,Mon Nov 07 06:27:09 +0000 2022,The Act Man,TheActMan_YT,3248,65090,231408,678,Thu Jul 07 01:34:10 +0000 2016
1589540941660303360,"Yeah. Auction houses do proper provenance checks

How many red flags can you spot ? https://t.co/5ih325NSqO",Mon Nov 07 08:51:07 +0000 2022,vj @ poetryinstone 🇮🇳,poetryinstone,7,48,9926,5311,Thu Sep 18 01:51:53 +0000 2008
1589569751952814080,@ObolerfanII @StraightUpXRP @JoeGuillotin @TitusNation @elonmusk @kathygriffin He owns the company and said he is a free speech absolutist. But then and bans constitutionally protected parody. You need to take his cock out of your mouth - not a good look.,Mon Nov 07 10:45:36 +0000 2022,Mike C!,TheUnrealMikeC,0,0,487,729,Mon Feb 28 02:56:26 +0000 2022
1589586242261614593,"In Elon Musk we trust. @elonmusk will never fail in anything. He is full of passion, vision, preparation, courage, perseverance and integrity. His determination, hard work, dedication will make $TWTR the most successful, truthful, honest and fun platform ever existed. https://t.co/sOr5uIrDam",Mon Nov 07 11:51:07 +0000 2022,Eva McMillan ♥️,EvasTeslaSPlaid,152,1071,18017,333,Thu Apr 08 14:19:38 +0000 2021
1589588117941800960,"“Woke” doctors and hospitals mutilating children’s bodies and minds for money/profit should not only lose their licenses and be cut off from all federal/state funds, they should be imprisoned.",Mon Nov 07 11:58:35 +0000 2022,Tulsi Gabbard 🌺,TulsiGabbard,12212,69704,1873394,2595,Thu Mar 26 00:14:32 +0000 2009
1589605456359854080,"The economy has added 10.3 million jobs since January 2021. 

That's the most jobs added in the first 21 months of any president's tenure. Thanks, @JoeBiden. https://t.co/oju5G6KW8Q",Mon Nov 07 13:07:28 +0000 2022,Hillary Clinton,HillaryClinton,8479,28077,31658498,992,Tue Apr 09 18:04:35 +0000 2013
1589607845334781954,@VeganForLifeNYC @1776Carolina3 @JoJoFromJerz No it's not just about abortion. Women will now be denied any kind of med that can harm a potential fetus. They r also going 2 eliminate birth control. It's not just unwanted pregnancies it's treatment for miscarriages &amp; complications that happened to both the fetus &amp; mother,Mon Nov 07 13:16:58 +0000 2022,"GQP is a fascist party, indict Trump, codify Roe",BrendaN4165,0,20,1561,1787,Sun May 31 04:24:46 +0000 2020
1589613451839942657,@TomFitton @Twitter We do,Mon Nov 07 13:39:15 +0000 2022,Elon Musk,elonmusk,3606,61311,116129397,132,Tue Jun 02 20:12:29 +0000 2009
1589637254846480384,Sources: The Boston Celtics have been granted a $3.23 million Disabled Player Exception by the NBA for the loss of Danilo Gallinari. March 10 deadline for the Celtics to use the DPE. https://t.co/1YEgCcaBBA,Mon Nov 07 15:13:50 +0000 2022,Shams Charania,ShamsCharania,445,6236,1861180,506,Sun Aug 15 04:12:47 +0000 2010
1589640054682816512,"1. I'm going to explain this SLOWLY so that @DavidSacks and the other people running Twitter right now can understand. 

The issue is not that @elonmusk is banning people. That's his prerogative.

The issue is that ELON MUSK IS NOT DOING WHAT HE SAID HE WOULD DO https://t.co/32V8dlt2Zv",Mon Nov 07 15:24:57 +0000 2022,Judd Legum,JuddLegum,1455,8552,549803,1336,Thu Jul 17 05:37:26 +0000 2008
1589640347495583744,https://t.co/8xqypL2pNX https://t.co/u6WjJ68BQf,Mon Nov 07 15:26:07 +0000 2022,Ben Collins,oneunderscore__,254,1640,367268,8609,Thu Jan 07 06:09:14 +0000 2010
1589641278039666688,"Y’all I just can’t with this “antisemite” spree anymore. Someone, please explain to me how those in power can simultaneously claim victim status? 

I’m being genuine. Please explain it.

A small % of the world is Jewish and they have amazingly amassed wealth, and business control",Mon Nov 07 15:29:49 +0000 2022,Nicole Arbour,NicoleArbour,257,1821,266114,541,Sat Mar 07 18:03:09 +0000 2009
1589641949555806208,"2022 Republican Endorsements:
Elon Musk
Chuck Norris
The moon
Tulsi Gabbard",Mon Nov 07 15:32:29 +0000 2022,Harrison,HarrisonKrank,19,99,181767,156287,Wed Jan 29 15:18:53 +0000 2020
1589643828956663809,I told you he would do this. https://t.co/xXv6KwTLnt,Mon Nov 07 15:39:57 +0000 2022,Christopher Bouzy,cbouzy,1074,11038,385350,5150,Sat May 17 20:31:40 +0000 2014
1589646109034831874,The Owner is now telling people to vote Republican. Interesting business model this is becoming. https://t.co/kxegAPGjFm,Mon Nov 07 15:49:01 +0000 2022,Ron Filipkowski 🇺🇦,RonFilipkowski,4366,32336,566481,1341,Tue Aug 25 21:32:51 +0000 2020
1589653021314945025,"@molly_knight @elonmusk for me it was the 5/29 insurrection when they set fire to St. Johns church and a guard post, tore down the barricades at the white house and injured 150 cops forcing the president into a bunker",Mon Nov 07 16:16:29 +0000 2022,Tim Pool,Timcast,2979,22818,1402046,826,Fri Mar 27 13:16:56 +0000 2009
1589655416333533184,James Cameron Is Prepared to End #Avatar Franchise After Three Films If Sequels Underperform: ‘How Many People Give a S— Now?’ https://t.co/eAcAMg6q7f,Mon Nov 07 16:26:00 +0000 2022,Variety,Variety,54,445,2869667,232005,Thu Nov 20 23:02:29 +0000 2008
1589689918925996032,Free speech guy wants you to vote for the party banning books https://t.co/FBm4YbUtR7,Mon Nov 07 18:43:06 +0000 2022,Francesca Fiorentini,franifio,103,690,108381,3792,Fri Apr 06 21:16:30 +0000 2012
1589692080141369345,"Dr. Oz stands with the election deniers + insurrectionists who stormed the Capitol in the violent attack that killed police officers 

I’m honored to have the support of Officer Fanone, a true American hero who (unlike Oz) believes in supporting democracy 🇺🇸 https://t.co/WR5sP7j47k",Mon Nov 07 18:51:41 +0000 2022,John Fetterman,JohnFetterman,7413,21812,928431,5024,Fri Sep 11 16:59:11 +0000 2015
1589695336196755456,Don’t forget what the Democrat Party stands for! https://t.co/n6fmsqzRBj,Mon Nov 07 19:04:37 +0000 2022,Jim Banks,RepJimBanks,1084,2539,89641,1821,Tue Jan 03 03:57:24 +0000 2017
1589707472948064256,.@ElonMusk. This is a soldier of the 3rd Reich. This is a German soldier who swore an oath of allegiance and obedience to Adolph Hitler. This is a photo of a Nazi soldier. https://t.co/13hMgfxUEw https://t.co/iWaCPY9F7N,Mon Nov 07 19:52:51 +0000 2022,Steve Schmidt,SteveSchmidtSES,8733,46075,1607151,3337,Wed Oct 12 20:57:42 +0000 2016
1589712567467126784,Elon Musk just suspended Daniel Radcliffe for portraying Weird Al to promote a movie in which he portrays Weird Al. Apparently acting and Comedy are now both illegal on Twitter. So much for Free Speech. https://t.co/FlgGT7LY19,Mon Nov 07 20:13:06 +0000 2022,Paranoid Humanoid,DRodbone,7959,67972,1156,1982,Sun Jun 10 03:46:34 +0000 2018
1589713171883118592,@NateSilver538 The only chance democrats have is if they cheat. The question otherwise is how many seats do the Rs end up with.,Mon Nov 07 20:15:30 +0000 2022,Oh Hi Mark,ColoradosMark,0,7,804,2201,Wed Sep 28 23:46:59 +0000 2011
1589722050998210561,"To be clear, my historical party affiliation has been Independent, with an actual voting history of entirely Democrat until this year",Mon Nov 07 20:50:47 +0000 2022,Elon Musk,elonmusk,28300,371629,116129397,132,Tue Jun 02 20:12:29 +0000 2009
1589754106620825600,Exactly… Spread the word! https://t.co/lKp9DxoVZc,Mon Nov 07 22:58:09 +0000 2022,Doug Mastriano,dougmastriano,1130,2837,138326,3551,Mon Feb 26 19:23:23 +0000 2018
1589762121780195328,You don’t get to accept hundreds of thousands of dollars in pandemic loans and then attack my Administration for helping working folks get some relief.,Mon Nov 07 23:30:00 +0000 2022,President Biden,POTUS,24701,158963,27437221,12,Wed Jan 13 00:37:08 +0000 2021
1589851621827411968,people love laughing at this video when addison rae actually attended louisiana state university &amp; wrote her senior thesis on the complexities of social media &amp; the demand to consistently perform for the masses. this video was mentioned in her thesis as a social experiment https://t.co/8kVVgK5A2q,Tue Nov 08 05:25:39 +0000 2022,mother earth🧃,nonbinarybooty,3483,81356,61719,985,Wed Apr 07 20:50:20 +0000 2021
1589872960369983490,"This is wild, someone has appended a Birdwatch note to this tweet that's a flat out lie, totally factually wrong. I never linked to LibsofTikTok address in my original story on her, I visited her home, but did not link to any personal home address. https://t.co/WiwbUtHwui",Tue Nov 08 06:50:26 +0000 2022,SUBSCRIBE TO MY SUBSTACK,TaylorLorenz,28,368,342902,8338,Wed Oct 27 20:40:40 +0000 2010
1589883845691977731,"Laurene Powell Jobs, Steve Jobs widow, drives a Tesla because of the safety. Let that sink in. https://t.co/gNU8DRreXl",Tue Nov 08 07:33:42 +0000 2022,Whole Mars Catalog,WholeMarsBlog,129,1178,184757,16819,Thu May 21 15:26:16 +0000 2020
1589979954481360900,Polls close in 30 minutes. https://t.co/XEI14tkbGy,Tue Nov 08 13:55:36 +0000 2022,Jonah Goldberg,JonahDispatch,0,26,356867,1324,Fri Sep 04 20:16:13 +0000 2009
1589993463529234438,"Breaking: Up to 15 locations reported in Maricopa County with “tabulator malfunctions.”

Translation: They’re cheating again.",Tue Nov 08 14:49:17 +0000 2022,First Words,unscriptedmike,7236,21405,61609,6607,Sun Sep 13 17:34:00 +0000 2015
1590004148723777538,"I inherited skyrocketing deficits partially caused by an unpaid-for $2 trillion tax cut that benefitted the very wealthy.

This year alone, we've cut the deficit by $1.4 trillion. And we'll cut another $250 billion over the next decade.",Tue Nov 08 15:31:44 +0000 2022,President Biden,POTUS,7997,30735,27437221,12,Wed Jan 13 00:37:08 +0000 2021
1590008351274201088,fact checking is gay,Tue Nov 08 15:48:26 +0000 2022,transgender marx,JUNlPER,46,1140,120182,2295,Fri Feb 08 05:21:12 +0000 2019
1590019208523702273,"There's nothing ""normal"" about the world's richest country being unable to count votes for days or even weeks after Election Day.

If you want to create such a system, don't be surprised when people see other countries counting all votes the same day and thus distrust this one. https://t.co/ft20hH71Px",Tue Nov 08 16:31:35 +0000 2022,Glenn Greenwald,ggreenwald,3950,15896,1884643,991,Mon Sep 01 03:13:32 +0000 2008
1590022981954465792,"This is the most important day of your lives

If the Democrats win they will arrest and murder your children and historians wont be allowed to write about it",Tue Nov 08 16:46:34 +0000 2022,Tim Pool,Timcast,2808,21191,1402046,826,Fri Mar 27 13:16:56 +0000 2009
1590048922051153921,The cheating is the EXACT same as 2020...  Not even trying to hide it.  They really do hate us!,Tue Nov 08 18:29:39 +0000 2022,Gunther Eagleman™,GuntherEagleman,3259,10893,140064,74231,Sun Jan 31 03:35:19 +0000 2021
1590056231745781760,Here he goes again. https://t.co/p2UV1tid7g,Tue Nov 08 18:58:42 +0000 2022,Ron Filipkowski 🇺🇦,RonFilipkowski,3357,30364,566481,1341,Tue Aug 25 21:32:51 +0000 2020
1590064108451274753,"President Biden is fighting to protect reproductive rights and abortion access.

Republicans in Congress are fighting to enact a national abortion ban.",Tue Nov 08 19:30:00 +0000 2022,The White House,WhiteHouse,1036,4227,8146640,5,Tue Nov 03 20:55:58 +0000 2020
